creative_platform,payload_mb,useful_mb,wifi_ac_consumed_kWh,wifi_ac_mobile_rx_bytes,wifi_ac_mobile_tx_bytes,wifi_ac_kWh_per_mb,wifi_ac_kWh_per_useful_mb,wifi_ac_tx_consumed_kWh,wifi_ac_oh_consumed_kWh,wifi_ac_real_consumed_kWh,wifi_ac_real_kWh_per_mb,wifi_ac_real_kWh_per_useful_mb,wifi_ac_infra_consumed_kWh,wifi_ac_infra_kWh_per_mb,wifi_ac_infra_kWh_per_useful_mb,wifi_ac_device_consumed_kWh,wifi_ac_device_kWh_per_mb,wifi_ac_device_kWh_per_useful_mb,lte_consumed_kWh,lte_mobile_rx_bytes,lte_mobile_tx_bytes,lte_kWh_per_mb,lte_kWh_per_useful_mb,lte_tx_consumed_kWh,lte_oh_consumed_kWh,lte_real_consumed_kWh,lte_real_kWh_per_mb,lte_real_kWh_per_useful_mb,lte_infra_consumed_kWh,lte_infra_kWh_per_mb,lte_infra_kWh_per_useful_mb,lte_device_consumed_kWh,lte_device_kWh_per_mb,lte_device_kWh_per_useful_mb
html5hiili__ad16,0.444893,1.141302,1.2250865527065528e-08,448905.0,29388.0,2.753665606576307e-08,1.0734113781510527e-08,1.2250865527065528e-08,4.0603301139600985e-08,1.2250865527065528e-08,2.753665606576307e-08,1.0734113781510527e-08,4.7044444444443697e-08,1.0574327859607523e-07,4.1219978975278845e-08,5.8097222222228205e-09,1.3058695511556309e-08,5.090433752173237e-09,4.024025922888889e-06,448905.0,29388.0,9.044929731168818e-06,3.525820442695175e-06,4.024025922888889e-06,0.0013871589896464424,4.024025922888889e-06,9.044929731168818e-06,3.525820442695175e-06,0.0013854504166666646,0.0031141205113738913,0.0012139209575262853,5.732598902666673e-06,1.2885342998578698e-05,5.022858895074812e-06
html5hiili__ad17,1.995069,4.035511,5.6067978993352326e-08,2093449.0,41220.0,2.8103278128902972e-08,1.3893650393556684e-08,5.6067978993352326e-08,0.0,5.6067978993352326e-08,2.8103278128902972e-08,1.3893650393556684e-08,1.7833333333338555e-08,8.938705043955149e-09,4.419101653629133e-09,2.287916666666686e-08,1.1467857335594337e-08,5.669459621511839e-09,1.8759305967925927e-05,2093449.0,41220.0,9.402835675320466e-06,4.648557758342358e-06,1.8759305967925927e-05,0.003510863724850297,1.8759305967925927e-05,9.402835675320466e-06,4.648557758342358e-06,0.0035238614500000005,0.0017662855019049469,0.0008732131940663774,5.761580818222254e-06,2.8879105525785096e-06,1.4277202610083964e-06
html5hiili__ad18,1.995664,4.036814,5.6060184615384616e-08,2092300.0,43164.0,2.80909935817776e-08,1.3887234986646553e-08,5.6060184615384616e-08,0.0,5.6060184615384616e-08,2.80909935817776e-08,1.3887234986646553e-08,1.893333333333419e-08,9.487234992130033e-09,4.6901673778713095e-09,2.256416666666854e-08,1.1306596033534973e-08,5.589597803284606e-09,1.8749524829037037e-05,2092300.0,43164.0,9.39513105865368e-06,4.644634315338046e-06,1.8749524829037037e-05,0.003492073371120741,1.8749524829037037e-05,9.39513105865368e-06,4.644634315338046e-06,0.0035050610000000003,0.001756338241307154,0.0008682740894180412,5.76189594977781e-06,2.8872074406201695e-06,1.4273374868839165e-06
html5hiili__ad19,1.995873,4.037232,5.6065654662868e-08,2092523.0,43150.0,2.8090792682133585e-08,1.3887152054394693e-08,5.6065654662868e-08,0.0,5.6065654662868e-08,2.8090792682133585e-08,1.3887152054394693e-08,1.9344444444443945e-08,9.692222122571899e-09,4.79151172002103e-09,2.255972222222228e-08,1.1303185233841171e-08,5.587918212830542e-09,1.8751443250296294e-05,2092523.0,43150.0,9.395108431396332e-06,4.64462860947706e-06,1.8751443250296294e-05,0.0034399601227083705,1.8751443250296294e-05,9.395108431396332e-06,4.64462860947706e-06,0.0034529496666666666,0.001730044780738387,0.000855276502976957,5.761899292000032e-06,2.8869067781367014e-06,1.4271905335140591e-06
html5hiili__ad2,0.442935,1.135316,1.2197063817663819e-08,446850.0,29385.0,2.7536915840165753e-08,1.0743320641710166e-08,1.2197063817663819e-08,4.0573769515665796e-08,1.2197063817663819e-08,2.7536915840165753e-08,1.0743320641710166e-08,4.692222222221895e-08,1.0593478099996375e-07,4.1329658194034916e-08,5.848611111110665e-09,1.3204219831602074e-08,5.1515270736170944e-09,4.005823758888889e-06,446850.0,29385.0,9.043818526169503e-06,3.528377789874263e-06,4.005823758888889e-06,0.0016560958156382223,4.005823758888889e-06,9.043818526169503e-06,3.528377789874263e-06,0.0016543690833333334,0.0037350154838369813,0.0014571882042826256,5.732556063777784e-06,1.2942206111004512e-05,5.049304390828442e-06
html5hiili__ad20,1.996011,4.037277,5.6068599620132956e-08,2092625.0,43186.0,2.809032596520408e-08,1.3887726707910545e-08,5.6068599620132956e-08,0.0,5.6068599620132956e-08,2.809032596520408e-08,1.3887726707910545e-08,1.865555555554451e-08,9.346419210888371e-09,4.620826253820214e-09,2.227527777777676e-08,1.115989730406133e-08,5.5174014014338775e-09,1.8752323005407407e-05,2092625.0,43186.0,9.39489963001577e-06,4.644794747897508e-06,1.8752323005407407e-05,0.003598102913033258,1.8752323005407407e-05,9.39489963001577e-06,4.644794747897508e-06,0.0036110933333333324,0.0018091550263667547,0.0008944378434606624,5.761902705333365e-06,2.8867088935548775e-06,1.4271754713222218e-06
html5hiili__ad21,1.996057,4.037232,5.6070436125356123e-08,2092717.0,43140.0,2.8090598677971683e-08,1.388833639616354e-08,5.6070436125356123e-08,0.0,5.6070436125356123e-08,2.8090598677971683e-08,1.388833639616354e-08,1.9055555555545388e-08,9.546598897499113e-09,4.719955542694942e-09,2.269527777777734e-08,1.1370054952226986e-08,5.62149457295923e-09,1.8753112307481482e-05,2092717.0,43140.0,9.395078551104243e-06,4.6450420256952e-06,1.8753112307481482e-05,0.003716899123322296,1.8753112307481482e-05,9.395078551104243e-06,4.6450420256952e-06,0.0037298903333333328,0.0018686291690734947,0.0009238731718497555,5.761902296444477e-06,2.88664216324708e-06,1.4271912776983034e-06
html5hiili__ad22,1.995729,4.036852,5.6061143665717006e-08,2092319.0,43210.0,2.8090559222077247e-08,1.3887341836093325e-08,5.6061143665717006e-08,0.0,5.6061143665717006e-08,2.8090559222077247e-08,1.3887341836093325e-08,2.0544444444446576e-08,1.0294205498064404e-08,5.0892240895743955e-09,2.228472222222337e-08,1.1166206545188935e-08,5.5203218305311595e-09,1.874969080940741e-05,2092319.0,43210.0,9.3949082312315e-06,4.644631710403901e-06,1.874969080940741e-05,0.0035630453741892602,1.874969080940741e-05,9.3949082312315e-06,4.644631710403901e-06,0.0035760331666666676,0.0017918430641969262,0.0008858469834085242,5.761898332000032e-06,2.8871145992266647e-06,1.4273246410817224e-06
html5hiili__ad23,1.043734,1.729254,2.918847642924976e-08,1085089.0,32745.0,2.7965436049079328e-08,1.6879230251455113e-08,2.918847642924976e-08,6.39235690407333e-09,2.918847642924976e-08,2.7965436049079328e-08,1.6879230251455113e-08,1.9522222222213077e-08,1.870421220561281e-08,1.1289389657166083e-08,1.6058611111110014e-08,1.5385731528445e-08,9.286438609429275e-09,9.724442724592591e-06,1085089.0,32745.0,9.316974175980271e-06,5.623490085662714e-06,9.724442724592591e-06,0.002292207893251853,9.724442724592591e-06,9.316974175980271e-06,5.623490085662714e-06,0.0022961883333333342,0.002199974642325855,0.0013278490802006728,5.744002643111127e-06,5.5033204275333826e-06,3.321665089750336e-06
html5hiili__ad24,1.043629,1.729262,2.9185831984805314e-08,1084984.0,32745.0,2.796571577141428e-08,1.687762293094124e-08,2.9185831984805314e-08,3.340833468187341e-08,2.9185831984805314e-08,2.796571577141428e-08,1.687762293094124e-08,5.561111111112237e-08,5.328628383374013e-08,3.21588695704424e-08,6.983055555556355e-09,6.6911283181632126e-09,4.038170939716685e-09,9.723539079037037e-06,1084984.0,32745.0,9.317045692518163e-06,5.622941508595596e-06,9.723539079037037e-06,0.001990862128364073,9.723539079037037e-06,9.317045692518163e-06,5.622941508595596e-06,0.001994841666666666,0.001911447139420873,0.0011535797737223545,5.74400077644446e-06,5.503872330535526e-06,3.3216486434354423e-06
html5hiili__ad25,1.043655,1.729273,2.918633941120608e-08,1085000.0,32755.0,2.796550527828265e-08,1.6877809004828087e-08,2.918633941120608e-08,3.4214493922131933e-08,2.918633941120608e-08,2.796550527828265e-08,1.6877809004828087e-08,5.6322222222226007e-08,5.396632241710719e-08,3.256988469849816e-08,7.078611111112007e-09,6.782520192124799e-09,4.093402898855188e-09,9.723677312962963e-06,1085000.0,32755.0,9.316946033855022e-06,5.622985678353252e-06,9.723677312962963e-06,0.002019405657525703,9.723677312962963e-06,9.316946033855022e-06,5.622985678353252e-06,0.0020233853333333322,0.001938749235459354,0.001170078601431545,5.74400150533335e-06,5.503735914007359e-06,3.3216279357471897e-06
html5hiili__ad26,1.043656,1.729247,2.9186747806267803e-08,1085027.0,32729.0,2.7965869794518312e-08,1.6878298939519806e-08,2.9186747806267803e-08,3.411408552706152e-08,2.9186747806267803e-08,2.7965869794518312e-08,1.6878298939519806e-08,5.6288888888885824e-08,5.393433170401533e-08,3.255109818833621e-08,7.0119444444435e-09,6.718635684980013e-09,4.054912019187253e-09,9.723908286518519e-06,1085027.0,32729.0,9.31715841859628e-06,5.623203791314091e-06,9.723908286518519e-06,0.0022420954258765926,9.723908286518519e-06,9.31715841859628e-06,5.623203791314091e-06,0.0022460753333333333,0.002152122282948916,0.0012988747896242314,5.744000829777794e-06,5.503729993194879e-06,3.321677487240281e-06
html5hiili__ad27,1.403949,2.092953,3.9410009762583094e-08,1469904.0,32745.0,2.807082719000697e-08,1.882985894216597e-08,3.9410009762583094e-08,0.0,3.9410009762583094e-08,2.807082719000697e-08,1.882985894216597e-08,1.3477777777777967e-08,9.599905536296523e-09,6.439598871918273e-09,1.981138888888868e-08,1.4111188432691416e-08,9.46575909200478e-09,1.3172022642e-05,1469904.0,32745.0,9.382123312171596e-06,6.293510958917854e-06,1.3172022642e-05,0.00253634681289,1.3172022642e-05,9.382123312171596e-06,6.293510958917854e-06,0.0025437681666666666,0.0018118665041726351,0.0012153966986677037,5.7506688653333565e-06,4.09606678400238e-06,2.7476340201301016e-06
html5hiili__ad28,1.403849,2.092972,3.9407343855650525e-08,1469794.0,32755.0,2.8070927753376984e-08,1.88284142624223e-08,3.9407343855650525e-08,3.1956822811023375e-08,3.9407343855650525e-08,2.8070927753376984e-08,1.88284142624223e-08,6.324444444445211e-08,4.5050745802755225e-08,3.021753011719799e-08,8.119722222221787e-09,5.783899993675807e-09,3.879517844587403e-09,1.3171076501259257e-05,1469794.0,32755.0,9.382117664548865e-06,6.293001770333888e-06,1.3171076501259257e-05,0.002516455257519628,1.3171076501259257e-05,9.382117664548865e-06,6.293001770333888e-06,0.0025238756666666647,0.0017978255971024411,0.0012058812380990594,5.750667354222245e-06,4.096357481625335e-06,2.7476083551152355e-06
html5hiili__ad29,1.403873,2.092938,3.940847889838557e-08,1469854.0,32719.0,2.8071256373180173e-08,1.8829262452296992e-08,3.940847889838557e-08,3.186735443496124e-08,3.940847889838557e-08,2.8071256373180173e-08,1.8829262452296992e-08,6.322222222223436e-08,4.503414640942191e-08,3.020740328773922e-08,8.053611111112451e-09,5.73670916892942e-09,3.847993161341832e-09,1.317159094214815e-05,1469854.0,32719.0,9.382323715997209e-06,6.293349799252605e-06,1.317159094214815e-05,0.0024595349092120735,1.317159094214815e-05,9.382323715997209e-06,6.293349799252605e-06,0.0024669558333333327,0.0017572500029086199,0.0011787046884969036,5.7506668208889104e-06,4.0962870721845284e-06,2.7476527354794598e-06
html5hiili__ad3,0.442987,1.135301,1.219846188034188e-08,446908.0,29379.0,2.7536839411409093e-08,1.074469403298498e-08,1.219846188034188e-08,3.99615381196495e-08,1.219846188034188e-08,2.7536839411409093e-08,1.074469403298498e-08,4.5799999999992006e-08,1.0338903850449788e-07,4.03417243532702e-08,6.359999999999377e-09,1.435708045608421e-08,5.602038578314806e-09,4.006322594148148e-06,446908.0,29379.0,9.043882990128712e-06,3.52886379396138e-06,4.006322594148148e-06,0.0016938842581118506,4.006322594148148e-06,9.043882990128712e-06,3.52886379396138e-06,0.0016921580166666655,0.0038198818851719473,0.0014904928443352605,5.73256403933334e-06,1.2940704895027032e-05,5.049378129089414e-06
html5hiili__ad30,1.403749,2.092909,3.940579810066477e-08,1469760.0,32689.0,2.8071826302754105e-08,1.882824246093106e-08,3.940579810066477e-08,3.134003523267207e-08,3.940579810066477e-08,2.8071826302754105e-08,1.882824246093106e-08,6.272222222222649e-08,4.468193546155794e-08,2.996891992065899e-08,8.023611111110352e-09,5.715844578418473e-09,3.833712364517689e-09,1.3170780357555556e-05,1469760.0,32689.0,9.382575059754668e-06,6.293049701423022e-06,1.3170780357555556e-05,0.0023812017167922223,1.3170780357555556e-05,9.382575059754668e-06,6.293049701423022e-06,0.0023886218333333334,0.0017016018058309097,0.0011412927333836937,5.750663816444466e-06,4.096646776912729e-06,2.7476893722777556e-06
html5hiili__ad31,1.043199,1.726322,2.9186585261158597e-08,1085269.0,32130.0,2.797796514486555e-08,1.6906802590222795e-08,2.9186585261158597e-08,6.0442480721772796e-09,2.9186585261158597e-08,2.797796514486555e-08,1.6906802590222795e-08,1.8922222222225314e-08,1.8138650652680184e-08,1.0961003927555412e-08,1.6308611111110562e-08,1.563326950189807e-08,9.447027328105975e-09,9.725958894592593e-06,1085269.0,32130.0,9.32320573025146e-06,5.633919335206638e-06,9.725958894592593e-06,0.002146011352447629,9.725958894592593e-06,9.32320573025146e-06,5.633919335206638e-06,0.0021499933333333325,0.002060961842690927,0.0012454184870107272,5.743978008888906e-06,5.5061191669939355e-06,3.32729236428019e-06
html5hiili__ad32,1.043103,1.726319,2.918356759734093e-08,1085189.0,32114.0,2.7977647075447902e-08,1.6905083937175535e-08,2.918356759734093e-08,3.4810599069320536e-08,2.918356759734093e-08,2.7977647075447902e-08,1.6905083937175535e-08,5.664444444443764e-08,5.4303788259105426e-08,3.281226960048383e-08,7.3497222222238255e-09,7.04601772042054e-09,4.2574531255369525e-09,9.72526633251852e-06,1085189.0,32114.0,9.323399829660657e-06,5.633527947336802e-06,9.72526633251852e-06,0.0021895903762097035,9.72526633251852e-06,9.323399829660657e-06,5.633527947336802e-06,0.0021935716666666664,0.002102929113104522,0.0012706641511022391,5.743975875555572e-06,5.506623867015599e-06,3.327296910684278e-06
html5hiili__ad33,0.848751,1.514259,2.3668368660968663e-08,877525.0,32126.0,2.7886115787750073e-08,1.5630330518734684e-08,2.3668368660968663e-08,3.6697464672356936e-08,2.3668368660968663e-08,2.7886115787750073e-08,1.5630330518734684e-08,5.3488888888879684e-08,6.30207079448268e-08,3.532347431243908e-08,6.876944444445915e-09,8.102428679843575e-09,4.541458524892977e-09,7.864758657259259e-06,877525.0,32126.0,9.266273214711098e-06,5.193800173721443e-06,7.864758657259259e-06,0.0018187594538582974,7.864758657259259e-06,9.266273214711098e-06,5.193800173721443e-06,0.0018208838333333343,0.002145368704523864,0.0012024916697429794,5.740379182222235e-06,6.763325383089074e-06,3.7908833179939728e-06
html5hiili__ad34,1.045228,1.732398,2.9242160379867042e-08,1087394.0,32134.0,2.7976824558725024e-08,1.687958562632088e-08,2.9242160379867042e-08,3.17586729534691e-08,2.9242160379867042e-08,2.7976824558725024e-08,1.687958562632088e-08,5.2488888888891044e-08,5.021764523041006e-08,3.0298400765234684e-08,8.511944444445095e-09,8.143624591424163e-09,4.913388519523282e-09,9.744763542518518e-06,1087394.0,32134.0,9.323098446002708e-06,5.625014311098557e-06,9.744763542518518e-06,0.0022588475850441477,9.744763542518518e-06,9.323098446002708e-06,5.625014311098557e-06,0.0022628483333333328,0.0021649327547035983,0.0013061942655979357,5.7440152533333495e-06,5.4954663033647675e-06,3.3156441264266927e-06
html5hiili__ad35,1.045181,1.732377,2.924110932573599e-08,1087356.0,32125.0,2.7977077009375405e-08,1.6879183529760548e-08,2.924110932573599e-08,7.084724007603641e-09,2.924110932573599e-08,2.7977077009375405e-08,1.6879183529760548e-08,1.9855555555560694e-08,1.899724120086444e-08,1.146145184077178e-08,1.6470277777778938e-08,1.5758301937921698e-08,9.507328819176736e-09,9.74443602688889e-06,1087356.0,32125.0,9.32320433196632e-06,5.6248934422985815e-06,9.74443602688889e-06,0.0026557054114842217,9.74443602688889e-06,9.32320433196632e-06,5.6248934422985815e-06,0.002659705833333333,0.0025447322840095,0.0015352927413220868,5.744014177777795e-06,5.4957123960135096e-06,3.3156836980505948e-06
html5hiili__ad36,1.045236,1.732396,2.9242391339031336e-08,1087404.0,32132.0,2.7976831394088354e-08,1.687973843106965e-08,2.9242391339031336e-08,3.5446775327622845e-08,2.9242391339031336e-08,2.7976831394088354e-08,1.687973843106965e-08,5.7477777777766026e-08,5.4990239312237644e-08,3.317819815894635e-08,7.211388888888156e-09,6.8992924936456035e-09,4.16266770928134e-09,9.74484949688889e-06,1087404.0,32132.0,9.3231093235297e-06,5.62507042090197e-06,9.74484949688889e-06,0.002002025332512,9.74484949688889e-06,9.3231093235297e-06,5.62507042090197e-06,0.0020060261666666667,0.001919208835771698,0.0011579489716362,5.744015342222239e-06,5.495424327350224e-06,3.3156480055496774e-06
html5hiili__ad37,1.101042,1.785358,3.081598579297246e-08,1146247.0,32995.0,2.798802025079194e-08,1.7260395838242225e-08,3.081598579297246e-08,2.9574847540366746e-08,3.081598579297246e-08,2.798802025079194e-08,1.7260395838242225e-08,5.112222222222816e-08,4.643076487747802e-08,2.8634157531558465e-08,9.26861111111105e-09,8.418035925160938e-09,5.191458021926722e-09,1.0272478415259258e-05,1146247.0,32995.0,9.32977889604507e-06,5.7537358979315395e-06,1.0272478415259258e-05,0.0022883859259136283,1.0272478415259258e-05,9.32977889604507e-06,5.7537358979315395e-06,0.002292913333333332,0.0020824939769176214,0.0012842877077501162,5.745070995555574e-06,5.2178490880053384e-06,3.21788178928572e-06
html5hiili__ad38,1.101182,1.785406,3.081914324786325e-08,1146362.0,33020.0,2.798732929512401e-08,1.726170027873954e-08,3.081914324786325e-08,1.3578356752142452e-08,3.081914324786325e-08,2.798732929512401e-08,1.726170027873954e-08,3.0100000000005014e-08,2.733426445401851e-08,1.685891052231538e-08,1.4297500000000688e-08,1.2983775615657254e-08,8.007982498098857e-09,1.0273469461185185e-05,1146362.0,33020.0,9.329492727982462e-06,5.754136292353216e-06,1.0273469461185185e-05,0.0020645476046899256,1.0273469461185185e-05,9.329492727982462e-06,5.754136292353216e-06,0.0020690759999999996,0.0018789591547991153,0.0011588826294971562,5.745074151111128e-06,5.2171885765578515e-06,3.2177970451040988e-06
html5hiili__ad39,0.145495,0.254465,4.030465982905983e-09,148399.0,7896.0,2.7701749083514777e-08,1.5838979753231222e-08,4.030465982905983e-09,3.642953401708177e-08,4.030465982905983e-09,2.7701749083514777e-08,1.5838979753231222e-08,3.5166666666655686e-08,2.4170360951686095e-07,1.38198442483861e-07,5.293333333332065e-09,3.638154804860693e-08,2.080181295397035e-08,1.3302555603703704e-06,148399.0,7896.0,9.14296409065858e-06,5.2276562999641225e-06,1.3302555603703704e-06,0.0010580311070878508,1.3302555603703704e-06,9.14296409065858e-06,5.2276562999641225e-06,0.0010536193999999988,0.007241619299632281,0.004140527773957121,5.7419626482222245e-06,3.946501699867503e-05,2.2564842505736447e-05
html5hiili__ad4,0.442852,1.135162,1.2195415612535612e-08,446797.0,29355.0,2.7538355054364916e-08,1.0743326161847923e-08,1.2195415612535612e-08,3.195291772080914e-08,1.2195415612535612e-08,2.7538355054364916e-08,1.0743326161847923e-08,3.5188888888900544e-08,7.945970411988778e-08,3.099900180670296e-08,8.959444444444213e-09,2.0231238527644028e-08,7.89265712245848e-09,4.00536602637037e-06,446797.0,29355.0,9.04447993092584e-06,3.528453230790293e-06,4.00536602637037e-06,0.001739651627352518,4.00536602637037e-06,9.04447993092584e-06,3.528453230790293e-06,0.0017379244333333328,0.00392439106819735,0.001530992433972713,5.732560045555563e-06,1.294464075030837e-05,5.04999290458592e-06
html5hiili__ad40,0.085741,0.194750,2.3336687939221274e-09,84547.0,7894.0,2.721765309387723e-08,1.1982894962372926e-08,2.3336687939221274e-09,3.975633120609156e-08,2.3336687939221274e-09,2.721765309387723e-08,1.1982894962372926e-08,3.7400000000014245e-08,4.361973851484616e-07,1.9204107830559303e-07,4.689999999999442e-09,5.469961861885728e-08,2.408215661103693e-08,7.580154505925926e-07,84547.0,7894.0,8.840758220601493e-06,3.892248783530643e-06,7.580154505925926e-07,0.0008649545300771864,7.580154505925926e-07,8.840758220601493e-06,3.892248783530643e-06,0.0008599825333333345,0.010030003537786294,0.004415828155755248,5.730012194444445e-06,6.682931379905116e-05,2.9422398944515763e-05
html5hiili__ad41,0.105494,0.214504,2.8940410256410257e-09,105595.0,7899.0,2.7433228673109612e-08,1.3491781158584575e-08,2.8940410256410257e-09,4.0171792307699155e-08,2.8940410256410257e-09,2.7433228673109612e-08,1.3491781158584575e-08,3.892222222222851e-08,3.689519993765381e-07,1.8145219773164374e-07,4.14361111111167e-09,3.927816853197025e-08,1.9317174090514258e-08,9.46903457925926e-07,105595.0,7899.0,8.975898704437464e-06,4.41438601576626e-06,9.46903457925926e-07,0.00090352931761874,9.46903457925926e-07,8.975898704437464e-06,4.41438601576626e-06,0.0008987502499999992,0.00851944423379528,0.0041898997221497,5.725971076666667e-06,5.427769424485437e-05,2.6694006063600992e-05
html5hiili__ad42,0.168283,0.277252,4.676400873694207e-09,172686.0,7897.0,2.7788908408420383e-08,1.686696894411657e-08,4.676400873694207e-09,3.932276579295425e-08,4.676400873694207e-09,2.7788908408420383e-08,1.686696894411657e-08,3.9711111111094283e-08,2.3597815056241144e-07,1.432311078408606e-07,4.2880555555541725e-09,2.548121649574926e-08,1.546627456449069e-08,1.5480514051111113e-06,172686.0,7897.0,9.199095601523098e-06,5.583553608670492e-06,1.5480514051111113e-06,0.00112846684337811,1.5480514051111113e-06,9.199095601523098e-06,5.583553608670492e-06,0.0011242684666666657,0.006680820205645643,0.0040550418632387345,5.7464281165555576e-06,3.4147407144842665e-05,2.072637209670465e-05
html5hiili__ad43,0.460695,0.763544,1.287475331433998e-08,478222.0,15373.0,2.794637084044754e-08,1.6861835486023044e-08,1.287475331433998e-08,2.8914413352336833e-08,1.287475331433998e-08,2.794637084044754e-08,1.6861835486023044e-08,3.317777777778728e-08,7.201679587967588e-08,4.34523456117621e-08,8.611388888889532e-09,1.8692169198470858e-08,1.127818290614494e-08,4.285877031481482e-06,478222.0,15373.0,9.303068258786141e-06,5.613136939693694e-06,4.285877031481482e-06,0.001547536045738296,4.285877031481482e-06,9.303068258786141e-06,5.613136939693694e-06,0.0015460891666666662,0.003355992938205681,0.0020248854901180106,5.732756103111117e-06,1.2443712441227096e-05,7.508088732425528e-06
html5hiili__ad44,0.410330,0.713169,1.1444356847103515e-08,424408.0,15322.0,2.789061693540203e-08,1.604718775928779e-08,1.1444356847103515e-08,2.8629809819556662e-08,1.1444356847103515e-08,2.789061693540203e-08,1.604718775928779e-08,3.1911111111104285e-08,7.776938345016033e-08,4.474551068695398e-08,8.163055555555893e-09,1.9893879452040782e-08,1.1446172724215288e-08,3.8036373948148146e-06,424408.0,15322.0,9.269703396814307e-06,5.333430638200503e-06,3.8036373948148146e-06,0.0010782753650369636,3.8036373948148146e-06,9.269703396814307e-06,5.333430638200503e-06,0.0010763474166666674,0.0026231263048440705,0.001509245938433481,5.731585765111117e-06,1.3968234750350005e-05,8.036784780481369e-06
html5hiili__ad45,0.253022,0.555950,6.980883646723647e-09,256369.0,15353.0,2.7590026348395182e-08,1.2556675324622082e-08,6.980883646723647e-09,3.4464949686592994e-08,6.980883646723647e-09,2.7590026348395182e-08,1.2556675324622082e-08,3.4588888888872123e-08,1.3670308862024695e-07,6.221582676296811e-08,6.8569444444445155e-09,2.7100190672923755e-08,1.2333743042439994e-08,2.2980881041481483e-06,256369.0,15353.0,9.082562402273905e-06,4.133623714629279e-06,2.2980881041481483e-06,0.0010360176573678526,2.2980881041481483e-06,9.082562402273905e-06,4.133623714629279e-06,0.001032586833333334,0.004081016011782904,0.0018573375903108804,5.728912138666669e-06,2.2641952631260004e-05,1.030472549449891e-05
html5hiili__ad46,0.452494,0.753952,1.2643749211775877e-08,469536.0,15358.0,2.7942357714745116e-08,1.6769965742880022e-08,1.2643749211775877e-08,2.8978750788222044e-08,1.2643749211775877e-08,2.7942357714745116e-08,1.6769965742880022e-08,3.329999999999848e-08,7.359213602831966e-08,4.416726794278479e-08,8.322499999999445e-09,1.8392509071942267e-08,1.1038501124739301e-08,4.208025012e-06,469536.0,15358.0,9.299626098909598e-06,5.5812903367853655e-06,4.208025012e-06,0.0015944750796004434,4.208025012e-06,9.299626098909598e-06,5.5812903367853655e-06,0.001592950499999999,0.0035203792757473006,0.0021128009475404256,5.732604612444451e-06,1.266890746052865e-05,7.6034079257624505e-06
html5hiili__ad47,0.251899,0.553480,6.948111566951567e-09,255149.0,15350.0,2.7582926359181925e-08,1.2553500699124753e-08,6.948111566951567e-09,3.3976055099718946e-08,6.948111566951567e-09,2.7582926359181925e-08,1.2553500699124753e-08,3.414444444444929e-08,1.3554815400001307e-07,6.169047561691352e-08,6.7797222222212204e-09,2.691444675136154e-08,1.2249263247490823e-08,2.2870720738518516e-06,255149.0,15350.0,9.079321767263276e-06,4.132167510753508e-06,2.2870720738518516e-06,0.001208990485658593,2.2870720738518516e-06,9.079321767263276e-06,4.132167510753508e-06,0.001205548666666667,0.00478584141527623,0.0021781250752812517,5.728891065777781e-06,2.2742809879268202e-05,1.0350674036600746e-05
html5hiili__ad48,0.386823,0.688400,1.0780770712250712e-08,399433.0,15290.0,2.7870035422533596e-08,1.566061986091039e-08,1.0780770712250712e-08,2.8676729287743143e-08,1.0780770712250712e-08,2.7870035422533596e-08,1.566061986091039e-08,3.116666666666047e-08,8.05708726385465e-08,4.5274065465805444e-08,8.290833333333386e-09,2.1433144702702236e-08,1.2043627735812588e-08,3.5799188599259253e-06,399433.0,15290.0,9.254669086186514e-06,5.200346978393267e-06,3.5799188599259253e-06,0.0010980974695249633,3.5799188599259253e-06,9.254669086186514e-06,5.200346978393267e-06,0.0010959460000000004,0.0028331976123446654,0.0015920191748983155,5.731388384888894e-06,1.4816565677038064e-05,8.325665869972246e-06
html5hiili__ad49,0.452422,0.753910,1.2642554909781578e-08,469506.0,15316.0,2.7944164761619853e-08,1.6769315846429387e-08,1.2642554909781578e-08,3.7474945090214305e-08,1.2642554909781578e-08,2.7944164761619853e-08,1.6769315846429387e-08,4.4833333333329996e-08,9.90962714751493e-08,5.946775256108819e-08,5.284166666665887e-09,1.1679729691893601e-08,7.009015222859342e-09,4.207764578222222e-06,469506.0,15316.0,9.300530430045892e-06,5.5812558239341865e-06,4.207764578222222e-06,0.0009234918381693317,4.207764578222222e-06,9.300530430045892e-06,5.5812558239341865e-06,0.0009219669999999984,0.00203784740795098,0.001222913875661549,5.732602747555563e-06,1.2670919512215505e-05,7.603829034706481e-06
html5hiili__ad5,0.433935,1.108503,1.19405485660019e-08,437207.0,29428.0,2.7516905909875672e-08,1.0771778304616135e-08,1.19405485660019e-08,3.125028476734025e-08,1.19405485660019e-08,2.7516905909875672e-08,1.0771778304616135e-08,3.33888888888966e-08,7.694444764514639e-08,3.012070232457341e-08,9.801944444445552e-09,2.2588508519583698e-08,8.842506014368524e-09,3.919222392962963e-06,437207.0,29428.0,9.031819035023593e-06,3.535599265823334e-06,3.919222392962963e-06,0.0019003122547008144,3.919222392962963e-06,9.031819035023593e-06,3.535599265823334e-06,0.001898499083333333,0.004375077104481853,0.001712669323703529,5.7323937604444515e-06,1.3210259049038338e-05,5.171292960365873e-06
