creative_platform,payload_mb,useful_mb,wifi_ac_consumed_kWh,wifi_ac_mobile_rx_bytes,wifi_ac_mobile_tx_bytes,wifi_ac_kWh_per_mb,wifi_ac_kWh_per_useful_mb,wifi_ac_tx_consumed_kWh,wifi_ac_oh_consumed_kWh,wifi_ac_real_consumed_kWh,wifi_ac_real_kWh_per_mb,wifi_ac_real_kWh_per_useful_mb,wifi_ac_infra_consumed_kWh,wifi_ac_infra_kWh_per_mb,wifi_ac_infra_kWh_per_useful_mb,wifi_ac_device_consumed_kWh,wifi_ac_device_kWh_per_mb,wifi_ac_device_kWh_per_useful_mb,lte_consumed_kWh,lte_mobile_rx_bytes,lte_mobile_tx_bytes,lte_kWh_per_mb,lte_kWh_per_useful_mb,lte_tx_consumed_kWh,lte_oh_consumed_kWh,lte_real_consumed_kWh,lte_real_kWh_per_mb,lte_real_kWh_per_useful_mb,lte_infra_consumed_kWh,lte_infra_kWh_per_mb,lte_infra_kWh_per_useful_mb,lte_device_consumed_kWh,lte_device_kWh_per_mb,lte_device_kWh_per_useful_mb
html5hiili__ad50,0.386823,0.688325,1.0779650560303896e-08,399357.0,15366.0,2.7867139648634897e-08,1.5660698885415895e-08,1.0779650560303896e-08,2.8147849439695233e-08,1.0779650560303896e-08,2.7867139648634897e-08,1.5660698885415895e-08,3.0599999999999334e-08,7.910594768149603e-08,4.445574401627042e-08,8.327499999999794e-09,2.152793396462929e-08,1.2098209421421269e-08,3.5792688628888888e-06,399357.0,15366.0,9.252988738748443e-06,5.199969291960758e-06,3.5792688628888888e-06,0.001197300120478442,3.5792688628888888e-06,9.252988738748443e-06,5.199969291960758e-06,0.0011951479999999974,0.0030896508222106687,0.0017363135146914576,5.73138934133334e-06,1.4816568149601601e-05,8.32657442535625e-06
html5hiili__ad51,0.341086,0.449945,9.582017321937323e-09,357387.0,7899.0,2.8092672586788444e-08,2.129597466787568e-08,9.582017321937323e-09,2.887298267806941e-08,9.582017321937323e-09,2.8092672586788444e-08,2.129597466787568e-08,3.096666666667358e-08,9.078844240652967e-08,6.882322654251872e-08,7.488333333333151e-09,2.1954384915631693e-08,1.6642774857667386e-08,3.202678161333333e-06,357387.0,7899.0,9.389650004202263e-06,7.117932550274663e-06,3.202678161333333e-06,0.0013289979708769983,3.202678161333333e-06,9.389650004202263e-06,7.117932550274663e-06,0.0013264203999999984,0.0038888151375312927,0.0029479611952571948,5.780249038333339e-06,1.694660302191629e-05,1.2846567999051749e-05
html5hiili__ad52,0.143643,0.252621,3.979289686609687e-09,146447.0,7896.0,2.7702635607789364e-08,1.5752014625109106e-08,3.979289686609687e-09,3.7065710313388495e-08,3.979289686609687e-09,2.7702635607789364e-08,1.5752014625109106e-08,3.573333333333037e-08,2.4876487774086014e-07,1.4145036767857926e-07,5.31166666666781e-09,3.697824931718086e-08,2.10262276955115e-08,1.3129399902962965e-06,146447.0,7896.0,9.140299146469349e-06,5.1972717640112925e-06,1.3129399902962965e-06,0.0009857217302691478,1.3129399902962965e-06,9.140299146469349e-06,5.1972717640112925e-06,0.000981294283333333,0.006831480011788483,0.0038844525329775957,5.740386926111114e-06,3.9962872719945384e-05,2.2723316454733036e-05
html5hiili__ad53,0.085735,0.194747,2.333517682811016e-09,84541.0,7894.0,2.721779533225656e-08,1.1982303618597545e-08,2.333517682811016e-09,4.019981565051394e-08,2.333517682811016e-09,2.721779533225656e-08,1.1982303618597545e-08,3.845555555554727e-08,4.4853975104154973e-07,1.9746417431615001e-07,4.077777777777684e-09,4.756257978395852e-08,2.093884772436897e-08,7.579638137037037e-07,84541.0,7894.0,8.840774639338702e-06,3.892043593501844e-06,7.579638137037037e-07,0.0010183032494619638,7.579638137037037e-07,8.840774639338702e-06,3.892043593501844e-06,0.0010133325166666674,0.011819356349993204,0.005203327993071356,5.728696609e-06,6.681864593223303e-05,2.9416096828192475e-05
html5hiili__ad54,0.275389,0.384312,7.717381766381767e-09,287190.0,7899.0,2.8023565815561865e-08,2.00810325110373e-08,7.717381766381767e-09,3.2556784900289014e-08,7.717381766381767e-09,2.8023565815561865e-08,2.00810325110373e-08,3.381111111111523e-08,1.2277582296720358e-07,8.797828616102341e-08,6.4630555555555535e-09,2.3468822485849303e-08,1.681720985958168e-08,2.573766673111111e-06,287190.0,7899.0,9.3459312939555e-06,6.697076003640561e-06,2.573766673111111e-06,0.001105009535595111,2.573766673111111e-06,9.3459312939555e-06,6.697076003640561e-06,0.001101817933333333,0.004000951139418543,0.0028669881068853773,5.7653689348888925e-06,2.0935363921176565e-05,1.50017926447493e-05
html5hiili__ad55,0.140381,0.249367,3.883550351377018e-09,142886.0,7895.0,2.766435879055583e-08,1.5573633846407175e-08,3.883550351377018e-09,3.934228298195572e-08,3.883550351377018e-09,2.766435879055583e-08,1.5573633846407175e-08,3.9022222222221954e-08,2.779736732337136e-07,1.5648510918534512e-07,4.203611111110785e-09,2.9944302370768017e-08,1.6857126689220247e-08,1.2807443365185186e-06,142886.0,7895.0,9.123345299709494e-06,5.135981651615966e-06,1.2807443365185186e-06,0.0010634997933360371,1.2807443365185186e-06,9.123345299709494e-06,5.135981651615966e-06,0.0010590401833333336,0.0075440421662000805,0.004246913919377197,5.740354339222224e-06,4.089124838277419e-05,2.3019703245506517e-05
html5hiili__ad56,0.104691,0.213674,2.8718025071225077e-09,104792.0,7899.0,2.743122624793447e-08,1.3440112073169911e-08,2.8718025071225077e-09,3.800403082621694e-08,2.8718025071225077e-09,2.743122624793447e-08,1.3440112073169911e-08,3.608888888889574e-08,3.4471816000320695e-07,1.688969593347611e-07,4.7869444444437035e-09,4.572450778427662e-08,2.2403027249191307e-08,9.394763520740741e-07,104792.0,7899.0,8.973802447909314e-06,4.3967743013846985e-06,9.394763520740741e-07,0.001003316656953593,9.394763520740741e-07,8.973802447909314e-06,4.3967743013846985e-06,0.0009985223833333338,0.009537805382825016,0.00467311129727217,5.733749972333334e-06,5.476831792927122e-05,2.6834102288221e-05
html5hiili__ad57,0.163972,0.272941,4.556716581196582e-09,168173.0,7899.0,2.7789601768573792e-08,1.6694877578658326e-08,4.556716581196582e-09,3.968161675215278e-08,4.556716581196582e-09,2.7789601768573792e-08,1.6694877578658326e-08,3.9955555555570886e-08,2.436730390284371e-07,1.4638898353699477e-07,4.2827777777784725e-09,2.611895797927983e-08,1.569122183101283e-08,1.5076628589629633e-06,168173.0,7899.0,9.194636029096207e-06,5.523768356395571e-06,1.5076628589629633e-06,0.0010728656931433692,1.5076628589629633e-06,9.194636029096207e-06,5.523768356395571e-06,0.0010686286333333322,0.006517140934631109,0.003915236748357089,5.744722669000003e-06,3.503477830971143e-05,2.104748890419542e-05
html5hiili__ad6,0.433842,1.108349,1.1938648509021841e-08,437144.0,29398.0,2.7518424931246493e-08,1.0771560680816098e-08,1.1938648509021841e-08,4.101635149097264e-08,1.1938648509021841e-08,2.7518424931246493e-08,1.0771560680816098e-08,4.699999999999464e-08,1.0833437057729458e-07,4.2405415622691624e-08,5.954999999999844e-09,1.3726195250805232e-08,5.372856383684059e-09,3.918678598962963e-06,437144.0,29398.0,9.0325016917748e-06,3.5355998868253255e-06,3.918678598962963e-06,0.0017476188054970363,3.918678598962963e-06,9.0325016917748e-06,3.5355998868253255e-06,0.0017458050999999992,0.004024057375726645,0.0015751402311004919,5.732384096000005e-06,1.32130685733516e-05,5.172002768081178e-06
html5hiili__ad7,0.433941,1.108428,1.1941672440645774e-08,437279.0,29362.0,2.7519115365097498e-08,1.0773521095322182e-08,1.1941672440645774e-08,4.116749422602842e-08,1.1941672440645774e-08,2.7519115365097498e-08,1.0773521095322182e-08,4.714444444445069e-08,1.0864252155120325e-07,4.253270798324356e-08,5.964722222223499e-09,1.3745468213935764e-08,5.381244629532545e-09,3.9198385009629634e-06,437279.0,29362.0,9.033113950889553e-06,3.53639433590902e-06,3.9198385009629634e-06,0.0017535166665033695,3.9198385009629634e-06,9.033113950889553e-06,3.53639433590902e-06,0.0017517041166666657,0.004036733373123686,0.0015803499340206722,5.7323883376666716e-06,1.3210063897319385e-05,5.1716379752827175e-06
html5hiili__ad8,0.434045,1.108514,1.1943171547958215e-08,437307.0,29438.0,2.7515975412591355e-08,1.0774037628715753e-08,1.1943171547958215e-08,4.145599511869391e-08,1.1943171547958215e-08,2.7515975412591355e-08,1.0774037628715753e-08,4.7511111111097834e-08,1.0946125657730841e-07,4.286018138796428e-08,5.888055555554293e-09,1.3565541719301667e-08,5.311665486907962e-09,3.920083543333333e-06,437307.0,29438.0,9.031514113359981e-06,3.536341032529434e-06,3.920083543333333e-06,0.001632694826647667,3.920083543333333e-06,9.031514113359981e-06,3.536341032529434e-06,0.001630882516666667,0.003757404224600369,0.0014712331253070932,5.732393524333338e-06,1.3206910629850218e-05,5.1712414316222785e-06
html5hiili__ad9,0.433647,1.107886,1.193403217473884e-08,436969.0,29378.0,2.7520153891849454e-08,1.0771895461030143e-08,1.193403217473884e-08,3.481096782527184e-08,1.193403217473884e-08,2.7520153891849454e-08,1.0771895461030143e-08,3.843333333334307e-08,8.862815454354133e-08,3.469069320610881e-08,8.311666666667612e-09,1.9166895347293102e-08,7.50227610662795e-09,3.917171451925926e-06,436969.0,29378.0,9.033087861615383e-06,3.535717079127208e-06,3.917171451925926e-06,0.0014295727143801848,3.917171451925926e-06,9.033087861615383e-06,3.535717079127208e-06,0.0014277574999999997,0.003292441778681738,0.0012887223956255425,5.732385832111117e-06,1.3219014156932059e-05,5.174165782500291e-06
nexd__2025-bms-g04-lead-img_copy,0.256603,0.538282,7.2434885849952515e-09,269624.0,7279.0,2.8228386203572253e-08,1.345667992798431e-08,7.2434885849952515e-09,3.0643178081676226e-08,7.2434885849952515e-09,2.8228386203572253e-08,1.345667992798431e-08,3.097777777778246e-08,1.2072258616533109e-07,5.754934732683325e-08,6.908888888889017e-09,2.6924427574459443e-08,1.2835073230925456e-08,2.416358230296296e-06,269624.0,7279.0,9.416718550820903e-06,4.489019194950409e-06,2.416358230296296e-06,0.0007698715943001477,2.416358230296296e-06,9.416718550820903e-06,4.489019194950409e-06,0.0007665590166666663,0.002987334585592009,0.00142408443281898,5.728935863777782e-06,2.2326067363895907e-05,1.0643000999063282e-05
nexd__2025182_Brutal_Fruit_Spritzer_Grand_Luxe_Blinds_Swipe_copy,0.401212,0.670616,1.1338200341880341e-08,423668.0,7344.0,2.8259873438183156e-08,1.690714260005777e-08,1.1338200341880341e-08,3.582013299146661e-08,1.1338200341880341e-08,2.8259873438183156e-08,1.690714260005777e-08,4.212222222223553e-08,1.0498744360147634e-07,6.281123955025756e-08,5.036111111111425e-09,1.2552244477013212e-08,7.509679326337912e-09,3.7968255122962964e-06,423668.0,7344.0,9.463389709919684e-06,5.661698367316462e-06,3.7968255122962964e-06,0.000875711944303815,3.7968255122962964e-06,9.463389709919684e-06,5.661698367316462e-06,0.0008737772000000001,0.0021778441322791945,0.0013029471411359112,5.731569816111117e-06,1.4285639053944341e-05,8.546723931595902e-06
nexd__2025_MGEN_Octobre_Prevoyance_Slider_copy,0.390458,0.676776,1.1029644140550807e-08,411874.0,7784.0,2.824796557005057e-08,1.6297333446444326e-08,1.1029644140550807e-08,2.5507022526129567e-08,1.1029644140550807e-08,2.824796557005057e-08,1.6297333446444326e-08,2.8244444444456684e-08,7.233670316514627e-08,4.173381509459065e-08,8.29222222222369e-09,2.1237168203042808e-08,1.2252535879262398e-08,3.69121721437037e-06,411874.0,7784.0,9.453557653756281e-06,5.454119552659033e-06,3.69121721437037e-06,0.0009910935680084072,3.69121721437037e-06,9.453557653756281e-06,5.454119552659033e-06,0.0009890528166666664,0.0025330581436842537,0.001461418278228936,5.731968556111117e-06,1.468011554664296e-05,8.469521017457944e-06
nexd__2026809_Bernini_Brand_Window_TTL_Repositioning_Tiles_Dec_2025_copy,0.380847,0.685213,1.0740076315289648e-08,400218.0,9629.0,2.8200501291305035e-08,1.5674069691161214e-08,1.0740076315289648e-08,4.3071590351377786e-08,1.0740076315289648e-08,2.8200501291305035e-08,1.5674069691161214e-08,4.8177777777779515e-08,1.2650166018842085e-07,7.031065928080687e-08,5.633888888887916e-09,1.479305046091453e-08,8.222098659669207e-09,3.5868750237777775e-06,400218.0,9629.0,9.418152233778335e-06,5.234686183387907e-06,3.5868750237777775e-06,0.0013106769860089997,3.5868750237777775e-06,9.418152233778335e-06,5.234686183387907e-06,0.0013085329666666663,0.0034358494793622274,0.0019096732938030457,5.730894366111117e-06,1.5047760297734043e-05,8.363668474052765e-06
nexd__2026_TH_MACIF_GARANTIE_OBSEQUE_STEPHANIE_ENRICHI_copy,0.372275,0.638190,1.0526761975308643e-08,393468.0,6607.0,2.8276843664787167e-08,1.6494714701434748e-08,1.0526761975308643e-08,2.580323802468496e-08,1.0526761975308643e-08,2.8276843664787167e-08,1.6494714701434748e-08,2.8266666666660885e-08,7.592953237972167e-08,4.42919297805683e-08,8.063333333332718e-09,2.1659615427661588e-08,1.2634690818302884e-08,3.5260334077777778e-06,393468.0,6607.0,9.471582587543557e-06,5.525052739431482e-06,3.5260334077777778e-06,0.0010076193831496654,3.5260334077777778e-06,9.471582587543557e-06,5.525052739431482e-06,0.0010054144499999987,0.002700730508360751,0.0015754155502279864,5.7309665574444504e-06,1.5394443777971797e-05,8.980031898720523e-06
nexd__300x250_SLO_Hofer_Cena_09_25_copy,0.362700,0.630146,1.0247014017094018e-08,382798.0,6902.0,2.8252037543683535e-08,1.6261333115014646e-08,1.0247014017094018e-08,2.663631931624565e-08,1.0247014017094018e-08,2.8252037543683535e-08,1.6261333115014646e-08,2.8622222222226255e-08,7.891431547346637e-08,4.542157249625683e-08,8.261111111113414e-09,2.2776705572410845e-08,1.3109836626929972e-08,3.430607023703704e-06,382798.0,6902.0,9.458525017104229e-06,5.444146314828157e-06,3.430607023703704e-06,0.0009161756693590739,3.430607023703704e-06,9.458525017104229e-06,5.444146314828157e-06,0.0009138753666666664,0.002519645345096957,0.0014502597281688156,5.730909716111117e-06,1.5800688492172915e-05,9.094574457524314e-06
nexd__300x250_copy,0.266387,0.537067,7.522434377967712e-09,280380.0,6507.0,2.8238744300464034e-08,1.4006510133684835e-08,7.522434377967712e-09,3.171256562203599e-08,7.522434377967712e-09,2.8238744300464034e-08,1.4006510133684835e-08,3.220000000000284e-08,1.208767695120364e-07,5.995527559876672e-08,7.035000000000857e-09,2.6408946382521883e-08,1.3098924342774472e-08,2.513015566e-06,280380.0,6507.0,9.43370196743835e-06,4.679147231164826e-06,2.513015566e-06,0.0008658445069967769,2.513015566e-06,9.43370196743835e-06,4.679147231164826e-06,0.000862628199999999,0.003238251866645141,0.0016061835860330259,5.729322562777781e-06,2.150751561742045e-05,1.066779854799826e-05
nexd__300x600_survey_DV360_copy,0.437174,0.744065,1.2364292117758783e-08,462670.0,6604.0,2.828231349018648e-08,1.6617220427998608e-08,1.2364292117758783e-08,2.418237454890535e-08,1.2364292117758783e-08,2.828231349018648e-08,1.6617220427998608e-08,2.777777777777544e-08,6.353940942914135e-08,3.733246124703546e-08,8.768888888888691e-09,2.0058120768592576e-08,1.178511136646488e-08,4.145865249037037e-06,462670.0,6604.0,9.483329861878879e-06,5.571912734824293e-06,4.145865249037037e-06,0.0010369883663554076,4.145865249037037e-06,9.483329861878879e-06,5.571912734824293e-06,0.0010354017666666668,0.0023683974039322257,0.0013915474678511512,5.7324649377777845e-06,1.3112547721908861e-05,7.704252905025482e-06
nexd__3DCarousel_300x250_copy,0.422205,0.699251,1.1930852459639125e-08,445602.0,8303.0,2.82584347879327e-08,1.7062331637193406e-08,1.1930852459639125e-08,3.126831420703129e-08,1.1930852459639125e-08,2.82584347879327e-08,1.7062331637193406e-08,3.36777777777816e-08,7.976641152468967e-08,4.8162645141417896e-08,9.521388888888817e-09,2.255157776172432e-08,1.3616553839592388e-08,3.993389658888888e-06,445602.0,8303.0,9.458413943200314e-06,5.710953089647192e-06,3.993389658888888e-06,0.0013360627560505564,3.993389658888888e-06,9.458413943200314e-06,5.710953089647192e-06,0.0013343245166666674,0.003160371186193123,0.001908219676005708,5.731629042777783e-06,1.3575464626846635e-05,8.196812078606657e-06
nexd__3DCarousel_300x250_v1_copy,0.245323,0.519408,6.902299601139602e-09,256494.0,7929.0,2.8135558431698623e-08,1.3288781846139455e-08,6.902299601139602e-09,3.518020039885831e-08,6.902299601139602e-09,2.8135558431698623e-08,1.3288781846139455e-08,3.5133333333329055e-08,1.4321255378961229e-07,6.764110936552586e-08,6.94916666666886e-09,2.83266007128107e-08,1.3379013543628246e-08,2.2987502095555554e-06,256494.0,7929.0,9.370300418450596e-06,4.425711982787241e-06,2.2987502095555554e-06,0.0009431084430076669,2.2987502095555554e-06,9.370300418450596e-06,4.425711982787241e-06,0.0009396788500000003,0.003830374037493428,0.0018091343414040606,5.728343217222224e-06,2.335020857083202e-05,1.1028600285752673e-05
nexd__9_-22_07__floating_TOP_-Produkti-JUL_2025_copy,0.330660,0.661058,9.326991073124406e-09,347585.0,8275.0,2.8207194922652894e-08,1.4109187201613784e-08,9.326991073124406e-09,3.627884226019865e-08,9.326991073124406e-09,2.8207194922652894e-08,1.4109187201613784e-08,4.0755555555545536e-08,1.2325517315534245e-07,6.165201170781616e-08,4.8502777777775145e-09,1.4668474498813024e-08,7.337144059640023e-09,3.115242620740741e-06,347585.0,8275.0,9.421286580598624e-06,4.7125102800975725e-06,3.115242620740741e-06,0.0008771291939225923,3.115242620740741e-06,9.421286580598624e-06,4.7125102800975725e-06,0.0008745138833333331,0.002644752565575918,0.0013229003859469713,5.730553210000004e-06,1.7330651454666438e-05,8.668760093668035e-06
nexd__AIA_Altas_DA_Cube_copy,0.533079,0.812296,1.5090395935422604e-08,564786.0,7793.0,2.830799175248435e-08,1.8577459368780105e-08,1.5090395935422604e-08,2.0278770731250636e-08,1.5090395935422604e-08,2.830799175248435e-08,1.8577459368780105e-08,2.537777777778373e-08,4.7606035461505204e-08,3.124203218750767e-08,9.991388888889508e-09,1.8742792135667524e-08,1.2300182309022214e-08,5.0609033864444444e-06,564786.0,7793.0,9.49372116786526e-06,6.2303684696766256e-06,5.0609033864444444e-06,0.001208776823752444,5.0609033864444444e-06,9.49372116786526e-06,6.2303684696766256e-06,0.0012081037666666662,0.0022662752925301246,0.0014872703628562324,5.73396047222223e-06,1.0756305298505908e-05,7.058954460224143e-06
nexd__AirAsia_RayaSale_728x90_copy,0.337387,0.605061,9.536011433998101e-09,356377.0,6010.0,2.8264312003717103e-08,1.5760413303779456e-08,9.536011433998101e-09,2.7821488566014863e-08,9.536011433998101e-09,2.8264312003717103e-08,1.5760413303779456e-08,2.973333333334432e-08,8.812827208322881e-08,4.914105079214215e-08,7.624166666668646e-09,2.259768949802051e-08,1.2600657895102555e-08,3.1938815719259262e-06,356377.0,6010.0,9.466522337629862e-06,5.278610870517066e-06,3.1938815719259262e-06,0.0009152068056764067,3.1938815719259262e-06,9.466522337629862e-06,5.278610870517066e-06,0.0009126703999999992,0.002705114304937651,0.0015083940296928729,5.730287248333338e-06,1.6984315484394297e-05,9.47059428443304e-06
nexd__Aldi_expandable_copy,0.210400,0.466730,5.923166875593543e-09,220131.0,6769.0,2.8151933819360945e-08,1.2690778127811675e-08,5.923166875593543e-09,3.190849979107239e-08,5.923166875593543e-09,2.8151933819360945e-08,1.2690778127811675e-08,3.154444444444359e-08,1.4992606675115775e-07,6.758606570060547e-08,6.287222222222343e-09,2.9882234896494024e-08,1.3470790868858532e-08,1.9728302844444447e-06,220131.0,6769.0,9.376569792986905e-06,4.226919813263439e-06,1.9728302844444447e-06,0.0007100102162488885,1.9728302844444447e-06,9.376569792986905e-06,4.226919813263439e-06,0.0007062548666666663,0.0033567246514575396,0.0015131979231390019,5.72817986666667e-06,2.7225189480354896e-05,1.2273005520679345e-05
nexd__BBC_Good_Food_Carousel_Splitscreen_Hotspot,1.652639,1.998833,4.682784216524217e-08,1758165.0,10874.0,2.8335191269988284e-08,2.342759108201744e-08,4.682784216524217e-08,0.0,4.682784216524217e-08,2.8335191269988284e-08,2.342759108201744e-08,3.4888888888920215e-09,2.1111016313254265e-09,1.7454629220610333e-09,2.2886944444444428e-08,1.384872585267831e-08,1.1450153386723367e-08,1.5753861039777777e-05,1758165.0,10874.0,9.532548269632858e-06,7.88152939228929e-06,1.5753861039777777e-05,0.002880451988645222,1.5753861039777777e-05,9.532548269632858e-06,7.88152939228929e-06,0.0028904513833333334,0.001748991390940994,0.0014460694732042814,5.754466351666695e-06,3.481986296866221e-06,2.87891302158144e-06
nexd__BIC_KIDS_AVA_SCROLLER_copy,0.215167,0.480385,6.070247331433999e-09,225972.0,5995.0,2.8211795170421112e-08,1.2636213311060918e-08,6.070247331433999e-09,3.2039752668562154e-08,6.070247331433999e-09,2.8211795170421112e-08,1.2636213311060918e-08,3.176666666666178e-08,1.4763726159988187e-07,6.61275157772657e-08,6.3433333333343675e-09,2.9480976791675152e-08,1.320468651880131e-08,2.025122819333333e-06,225972.0,5995.0,9.411865292230375e-06,4.215624591386769e-06,2.025122819333333e-06,0.0007745199590067775,2.025122819333333e-06,9.411865292230375e-06,4.215624591386769e-06,0.0007708170499999998,0.0035824129629543557,0.0016045818458111719,5.728031826111114e-06,2.66213305298262e-05,1.1923835727824795e-05
nexd__BMW_X2_Drag_to_reveal_gesture_icon_copy,0.236001,0.537804,6.629880911680912e-09,245660.0,9241.0,2.8092596691034836e-08,1.2327689849240452e-08,6.629880911680912e-09,3.623011908832904e-08,6.629880911680912e-09,2.8092596691034836e-08,1.2327689849240452e-08,3.5800000000010736e-08,1.5169427248194175e-07,6.656700210487602e-08,7.0599999999992175e-09,2.9915127478270084e-08,1.3127459074308146e-08,2.2019700965185186e-06,245660.0,9241.0,9.330342229560548e-06,4.094372850552467e-06,2.2019700965185186e-06,0.0011032604218884803,2.2019700965185186e-06,9.330342229560548e-06,4.094372850552467e-06,0.001099734199999999,0.004659870932750281,0.002044860581178271,5.728191985000003e-06,2.4271897089419126e-05,1.0651077316271361e-05
nexd__Benefit_Advent_Calendar_copy,0.348734,0.646100,9.851140056980057e-09,367984.0,6650.0,2.8248292558167706e-08,1.524708258316059e-08,9.851140056980057e-09,2.72630266096882e-08,9.851140056980057e-09,2.8248292558167706e-08,1.524708258316059e-08,2.9311111111112137e-08,8.405005279414149e-08,4.5366214380300475e-08,7.80305555555612e-09,2.237537938817586e-08,1.2077163837728092e-08,3.2979383601481482e-06,367984.0,6650.0,9.456887943670959e-06,5.104377588837871e-06,3.2979383601481482e-06,0.0009667521257654066,3.2979383601481482e-06,9.456887943670959e-06,5.104377588837871e-06,0.0009643193166666659,0.0027652001716685667,0.0014925233194035999,5.730747458888895e-06,1.6433004693803573e-05,8.869753070560122e-06
nexd__Borough_Market_Overlay_animation_copy,0.322297,0.591149,9.101014358974359e-09,339766.0,6731.0,2.823797416350248e-08,1.5395466048279468e-08,9.101014358974359e-09,2.817481897435211e-08,9.101014358974359e-09,2.823797416350248e-08,1.5395466048279468e-08,2.9822222222215334e-08,9.253025073834176e-08,5.0447894223309743e-08,7.453611111111135e-09,2.312652960192349e-08,1.2608684292980508e-08,3.044767031925926e-06,339766.0,6731.0,9.447084620477156e-06,5.150591529252229e-06,3.044767031925926e-06,0.00087866778143474,3.044767031925926e-06,9.447084620477156e-06,5.150591529252229e-06,0.0008759825999999993,0.0027179359410729833,0.0014818304691372214,5.729948466666672e-06,1.777847285785059e-05,9.692900549043763e-06
nexd__Cetaphil_Scroll_to_Zoom_300x600_copy,4.105894,4.365510,1.1650075555555556e-07,4382920.0,6074.0,2.8374029031328026e-08,2.668663124252506e-08,1.1650075555555556e-07,7.684014924444444e-05,1.1650075555555556e-07,2.8374029031328026e-08,2.668663124252506e-08,7.6907e-05,1.873087809865525e-05,1.761695655261356e-05,4.965000000000045e-08,1.2092372574645241e-08,1.1373241614381929e-08,3.9270539609037034e-05,4382920.0,6074.0,9.564430939775122e-06,8.995636159128496e-06,3.9270539609037034e-05,0.006625707191939852,3.9270539609037034e-05,9.564430939775122e-06,8.995636159128496e-06,0.00665861275,0.0016217205680419415,0.0015252771726556578,6.3649815488889564e-06,1.5502060084573436e-06,1.4580155695185573e-06
nexd__Chanel_Coco_Expandable_copy,0.525175,0.827701,1.4833919430199433e-08,554383.0,9592.0,2.824566940581603e-08,1.7921833403849255e-08,1.4833919430199433e-08,2.6072747236471548e-08,1.4833919430199433e-08,2.824566940581603e-08,1.7921833403849255e-08,3.051111111111477e-08,5.8097036437596556e-08,3.686247945950865e-08,1.0395555555556214e-08,1.9794460047710222e-08,1.255955418146917e-08,4.967858604814815e-06,554383.0,9592.0,9.459434673803618e-06,6.001996620536661e-06,4.967858604814815e-06,0.0013807661750001848,4.967858604814815e-06,9.459434673803618e-06,6.001996620536661e-06,0.0013800004666666664,0.0026276964186540993,0.0016672692997431033,5.733566938333342e-06,1.0917440735627824e-05,6.927099204100686e-06
nexd__Desktop_Proskin_copy,0.333154,0.595662,9.404706172839506e-09,350675.0,7879.0,2.8229305885084694e-08,1.5788662316614968e-08,9.404706172839506e-09,3.5981127160476626e-08,9.404706172839506e-09,2.8229305885084694e-08,1.5788662316614968e-08,4.058888888887173e-08,1.218322123968847e-07,6.814080617677764e-08,4.796944444444403e-09,1.4398579769249065e-08,8.053131548503016e-09,3.142847148296296e-06,350675.0,7879.0,9.43361673069e-06,5.2762256922487854e-06,3.142847148296296e-06,0.0008951878948505912,3.142847148296296e-06,9.43361673069e-06,5.2762256922487854e-06,0.000892600283333332,0.002679242282347899,0.0014985013033118311,5.730458665555561e-06,1.7200629935572022e-05,9.620319351503976e-06
nexd__Don_Julio,0.943412,1.229815,2.6715261690408358e-08,1001768.0,9144.0,2.831770391982332e-08,2.1722992230870787e-08,2.6715261690408358e-08,1.0667238309579251e-08,2.6715261690408358e-08,2.831770391982332e-08,2.1722992230870787e-08,2.2366666666654724e-08,2.3708270264375185e-08,1.818701728849845e-08,1.5015833333332886e-08,1.5916517209165123e-08,1.2209831017944068e-08,8.976621450074076e-06,1001768.0,9144.0,9.51505964528125e-06,7.299164061321479e-06,8.976621450074076e-06,0.002020150919018815,8.976621450074076e-06,9.51505964528125e-06,7.299164061321479e-06,0.00202338625,0.002144753564720398,0.0016452769318962609,5.7412904688889045e-06,6.085666144684299e-06,4.668417988794172e-06
nexd__Drag_to_Reveal_300x600_copy,0.560949,0.866037,1.580502241215575e-08,588785.0,14664.0,2.8175506885930356e-08,1.824982352042205e-08,1.580502241215575e-08,2.2077477587856674e-08,1.580502241215575e-08,2.8175506885930356e-08,1.824982352042205e-08,2.7233333333345614e-08,4.8548679707683964e-08,3.1445923596042217e-08,1.0649166666666809e-08,1.898419761273629e-08,1.2296433832118962e-08,5.276604653851851e-06,588785.0,14664.0,9.406567537961296e-06,6.092816650849619e-06,5.276604653851851e-06,0.0013490232103561468,5.276604653851851e-06,9.406567537961296e-06,6.092816650849619e-06,0.0013485654499999986,0.0024040785347687554,0.0015571684004263083,5.734365010000007e-06,1.0222613838334691e-05,6.621385702920323e-06
nexd__Dyson_Asset_Specific_Overlays_copy,0.539728,0.857060,1.5273067122507125e-08,572124.0,6704.0,2.8297711296258717e-08,1.7820300938682385e-08,1.5273067122507125e-08,2.029026621083846e-08,1.5273067122507125e-08,2.8297711296258717e-08,1.7820300938682385e-08,2.5688888888900042e-08,4.7595990737742055e-08,2.9973267786269387e-08,9.874444444445542e-09,1.8295223602343295e-08,1.1521298910747838e-08,5.126575610666666e-06,572124.0,6704.0,9.498442939159476e-06,5.981583098810662e-06,5.126575610666666e-06,0.001241521632517666,5.126575610666666e-06,9.498442939159476e-06,5.981583098810662e-06,0.0012409138333333326,0.0022991466689394153,0.0014478727665896583,5.734374795000008e-06,1.0624564215679025e-05,6.690750700067683e-06
