id,consumed_J,consumed_kWh,infra_consumed_J,infra_consumed_kWh,device_consumed_J,device_consumed_kWh,tech,profile,sim_end_s,rx_total_bytes,mobile_rx_bytes,mobile_tx_bytes,send_attempts,send_ok,send_fail_notconn,send_fail_again,send_fail_other,send_fail_other_first_errno,send_fail_other_last_errno
html5__olipophtml__wifi_ac,290.246,8.06239e-05,262.365,7.28793e-05,27.8809,7.74468e-06,wifi_ac,cli_profile,32.768,1866120,1865549,571,119245,1200,0,118045,0,-1,-1
html5__olipophtml__lte,35115.2,0.00975423,35082.6,0.00974517,32.6118,9.05883e-06,lte,cli_profile,34.382,1866120,1865549,571,202202,1200,0,201002,0,-1,-1
html5__5dX7NXMcCzEChtml__wifi_ac,297.015,8.25043e-05,268.478,7.45772e-05,28.5374,7.92705e-06,wifi_ac,cli_profile,33.5155,4139429,4135264,4165,247936,2680,0,245256,0,-1,-1
html5__5dX7NXMcCzEChtml__lte,48861.6,0.0135727,48814.9,0.0135597,46.7128,1.29758e-05,lte,cli_profile,37.372,4139429,4135264,4165,995356,2680,0,992676,0,-1,-1
nexd__BMW_X2_Drag_to_reveal_gesture_icon_copy__wifi_ac,343.095,9.53043e-05,310.132,8.61478e-05,32.9633,9.15646e-06,wifi_ac,cli_profile,38.7504,254901,245660,9241,189,189,0,0,0,-1,-1
nexd__BMW_X2_Drag_to_reveal_gesture_icon_copy__lte,31525.4,0.00875706,31493,0.00874805,32.4384,9.01066e-06,lte,cli_profile,38.6604,254901,245660,9241,3000,189,0,2811,0,-1,-1
nexd__Wise_Flip_copy__wifi_ac,305.748,8.49301e-05,276.37,7.67694e-05,29.3784,8.16068e-06,wifi_ac,cli_profile,34.5328,305058,297299,7759,217,217,0,0,0,-1,-1
nexd__Wise_Flip_copy__lte,27453.8,0.00762605,27428.7,0.00761909,25.0556,6.95988e-06,lte,cli_profile,34.4479,305058,297299,7759,5091,217,0,4874,0,-1,-1
html5hiili__ad12__wifi_ac,348.725,9.6868e-05,315.228,8.75634e-05,33.4966,9.30461e-06,wifi_ac,cli_profile,39.3823,466541,437193,29348,1802,327,0,1475,0,-1,-1
html5hiili__ad12__lte,33503.1,0.00930641,33467.9,0.00929663,35.2174,9.7826e-06,lte,cli_profile,39.2923,466541,437193,29348,3546,327,0,3219,0,-1,-1
nexd__M_M_Splitscreen_Overlay_animation_copy__wifi_ac,349.026,9.69516e-05,315.419,8.76163e-05,33.6069,9.33526e-06,wifi_ac,cli_profile,39.428,2049845,2041633,8212,1337,1337,0,0,0,-1,-1
nexd__M_M_Splitscreen_Overlay_animation_copy__lte,40018.1,0.0111161,39980.4,0.0111057,37.6971,1.04714e-05,lte,cli_profile,39.338,2049845,2041633,8212,255823,1337,0,254486,0,-1,-1
html5hiili__ad54__wifi_ac,308.944,8.58177e-05,279.262,7.75727e-05,29.6819,8.24497e-06,wifi_ac,cli_profile,34.8925,295089,287190,7899,197,197,0,0,0,-1,-1
html5hiili__ad54__lte,28939.3,0.00803868,28911.5,0.00803097,27.7625,7.71181e-06,lte,cli_profile,35.0252,295089,287190,7899,2671,197,0,2474,0,-1,-1
